timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650012018415,362,login-Tejas43,200,OK,Login 2-2,text,true,,602,484,1,5,https://api.demoblaze.com/login,360,0,65
1650012018717,254,Item1-84,200,OK,AddToCart 4-1,text,true,,449,481,2,5,https://api.demoblaze.com/addtocart,254,0,0
1650012018728,269,signupval-Tejas43,200,OK,Signup  1-2,text,false,"Test failed: text expected to contain /""""/",530,485,1,5,https://api.demoblaze.com/signup,268,0,0
1650012018411,585,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-2,,false,,979,963,1,5,null,584,1,66
1650012018728,273,login-uff67,200,OK,InvalidLogin 3-2,text,true,,669,480,1,4,https://api.demoblaze.com/login,272,0,0
1650012018777,283,login-178,200,OK,Login 2-2,text,true,,449,477,1,3,https://api.demoblaze.com/login,283,0,0
1650012018750,321,Login-39,200,OK,AddToCart 4-2,text,true,,549,484,2,2,https://api.demoblaze.com/login,320,0,0
1650012018419,651,Login-Tejas43,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-2,,true,,998,961,2,2,null,650,1,77
1650012018972,302,Item1-85,200,OK,AddToCart 4-1,text,true,,307,553,2,2,https://api.demoblaze.com/addtocart,302,0,0
1650012019071,253,Item1-80,200,OK,AddToCart 4-2,text,true,,449,476,2,2,https://api.demoblaze.com/view,253,0,0
1650012019275,116,Item1-89,200,OK,AddToCart 4-1,text,true,,4941,517,2,2,https://www.demoblaze.com/index.html,113,0,70
1650012018458,929,Item1-Tejas42,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,6146,2027,2,2,null,926,4,70
1650012019411,131,Contact-Tejas44,200,OK,Contacts 5-3,text,true,,19902,536,1,7,https://www.demoblaze.com/index.html,116,0,71
1650012019410,131,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-3,,true,,19902,536,1,7,null,116,2,71
1650012019324,249,Item1-84,200,OK,AddToCart 4-2,text,true,,449,481,3,6,https://api.demoblaze.com/addtocart,249,0,0
1650012019392,264,Item2-106,200,OK,AddToCart 4-1,text,true,,22049,517,3,6,https://www.demoblaze.com/prod.html?idp_=5,247,0,0
1650012019412,314,signup,200,OK,Signup  1-3,text,true,,449,478,1,6,https://api.demoblaze.com/signup,314,0,70
1650012019411,319,login-268,200,OK,InvalidLogin 3-3,text,true,,449,477,1,6,https://api.demoblaze.com/login,319,0,71
1650012019417,317,Login-38,200,OK,AddToCart 4-3,text,true,,449,477,3,6,https://api.demoblaze.com/login,317,0,66
1650012019411,384,login-Tejas44,200,OK,Login 2-3,text,true,,455,484,1,6,https://api.demoblaze.com/login,383,0,74
1650012019574,307,Item1-85,200,OK,AddToCart 4-2,text,true,,307,553,3,6,https://api.demoblaze.com/addtocart,307,0,0
1650012019657,252,Item2-121,200,OK,AddToCart 4-1,text,true,,449,481,3,6,https://api.demoblaze.com/addtocart,252,0,0
1650012019731,266,login-uff68,200,OK,InvalidLogin 3-3,text,true,,711,480,1,6,https://api.demoblaze.com/login,265,0,0
1650012019726,272,signupval-Tejas44,200,OK,Signup  1-3,text,false,"Test failed: text expected to contain /""""/",569,485,1,6,https://api.demoblaze.com/signup,270,0,0
1650012019411,586,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-3,,false,,1018,963,1,6,null,584,2,70
1650012019883,127,Item1-89,200,OK,AddToCart 4-2,text,true,,19902,517,3,4,https://www.demoblaze.com/index.html,113,0,69
1650012019071,936,Item1-Tejas43,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,21107,2027,3,4,null,922,3,69
1650012019796,263,login-178,200,OK,Login 2-3,text,true,,449,477,1,4,https://api.demoblaze.com/login,263,0,0
1650012019734,332,Login-39,200,OK,AddToCart 4-3,text,true,,646,484,3,3,https://api.demoblaze.com/login,330,0,0
1650012019416,649,Login-Tejas44,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-3,,true,,1095,961,3,3,null,647,1,66
1650012020011,60,Item2-106,200,OK,AddToCart 4-2,text,true,,22049,517,3,3,https://www.demoblaze.com/prod.html?idp_=5,46,0,0
1650012019910,303,Item2-122,200,OK,AddToCart 4-1,text,true,,307,553,3,3,https://api.demoblaze.com/addtocart,303,0,0
1650012020213,48,Item2-123,200,OK,AddToCart 4-1,text,true,,5138,517,3,3,https://www.demoblaze.com/index.html,46,0,0
1650012019391,867,Item2-Tejas42,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,27943,2068,3,3,null,848,3,0
1650012020066,251,Item1-80,200,OK,AddToCart 4-3,text,true,,449,476,3,3,https://api.demoblaze.com/view,251,0,0
1650012020071,247,Item2-121,200,OK,AddToCart 4-2,text,true,,449,481,3,3,https://api.demoblaze.com/addtocart,247,0,0
1650012020262,245,Item3-149,200,OK,AddToCart 4-1,text,true,,5436,517,4,8,https://www.demoblaze.com/prod.html?idp_=8,243,0,0
1650012020409,113,Contact-Tejas45,200,OK,Contacts 5-4,text,true,,5114,536,1,8,https://www.demoblaze.com/index.html,110,0,66
1650012020408,113,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-4,,true,,5114,536,1,8,null,110,1,66
1650012020318,251,Item1-84,200,OK,AddToCart 4-3,text,true,,449,481,4,7,https://api.demoblaze.com/addtocart,251,0,0
1650012020319,306,Item2-122,200,OK,AddToCart 4-2,text,true,,307,553,4,7,https://api.demoblaze.com/addtocart,306,0,0
1650012020626,48,Item2-123,200,OK,AddToCart 4-2,text,true,,5014,517,4,7,https://www.demoblaze.com/index.html,45,0,0
1650012020010,661,Item2-Tejas43,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,27819,2068,4,7,null,644,3,0
1650012020674,46,Item3-149,200,OK,AddToCart 4-2,text,true,,5576,517,4,7,https://www.demoblaze.com/prod.html?idp_=8,43,0,0
1650012020410,314,login-268,200,OK,InvalidLogin 3-4,text,true,,449,477,1,7,https://api.demoblaze.com/login,314,0,65
1650012020408,320,signup,200,OK,Signup  1-4,text,true,,449,478,1,7,https://api.demoblaze.com/signup,320,0,69
1650012020422,323,Login-38,200,OK,AddToCart 4-4,text,true,,449,477,4,7,https://api.demoblaze.com/login,323,0,70
1650012020508,250,Item3-156,200,OK,AddToCart 4-1,text,true,,449,481,4,7,https://api.demoblaze.com/addtocart,250,0,0
1650012020409,363,login-Tejas45,200,OK,Login 2-4,text,true,,704,484,1,7,https://api.demoblaze.com/login,361,0,66
1650012020569,329,Item1-85,200,OK,AddToCart 4-3,text,true,,307,553,4,7,https://api.demoblaze.com/addtocart,329,0,0
1650012020721,251,Item3-156,200,OK,AddToCart 4-2,text,true,,449,481,4,7,https://api.demoblaze.com/addtocart,251,0,0
1650012020899,132,Item1-89,200,OK,AddToCart 4-3,text,true,,19902,517,4,7,https://www.demoblaze.com/index.html,116,0,72
1650012020066,963,Item1-Tejas44,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-3,,true,,21107,2027,4,7,null,947,2,72
1650012020773,287,login-178,200,OK,Login 2-4,text,true,,449,477,1,7,https://api.demoblaze.com/login,287,0,0
1650012020725,335,login-uff69,200,OK,InvalidLogin 3-4,text,true,,648,480,1,7,https://api.demoblaze.com/login,334,0,0
1650012020729,339,signupval-Tejas45,200,OK,Signup  1-4,text,false,"Test failed: text expected to contain /""""/",602,485,1,5,https://api.demoblaze.com/signup,338,0,0
1650012020407,659,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-4,,false,,1051,963,1,5,null,658,3,69
1650012021031,59,Item2-106,200,OK,AddToCart 4-3,text,true,,22049,517,4,4,https://www.demoblaze.com/prod.html?idp_=5,44,0,0
1650012020758,399,Item3-157,200,OK,AddToCart 4-1,text,true,,307,553,4,4,https://api.demoblaze.com/addtocart,399,0,0
1650012020746,411,Login-39,200,OK,AddToCart 4-4,text,true,,585,484,4,4,https://api.demoblaze.com/login,411,0,0
1650012020417,734,Login-Tejas45,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-4,,true,,1034,961,4,4,null,734,7,70
1650012021157,46,Item3-158,200,OK,AddToCart 4-1,text,true,,5131,517,4,4,https://www.demoblaze.com/index.html,44,0,0
1650012020261,940,Item3-Tejas42,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,11323,2068,4,4,null,936,2,0
1650012020972,286,Item3-157,200,OK,AddToCart 4-2,text,true,,307,553,4,4,https://api.demoblaze.com/addtocart,286,0,0
1650012021259,47,Item3-158,200,OK,AddToCart 4-2,text,true,,5312,517,4,4,https://www.demoblaze.com/index.html,44,0,0
1650012020674,630,Item3-Tejas43,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,11644,2068,4,4,null,624,2,0
1650012021090,266,Item2-121,200,OK,AddToCart 4-3,text,true,,449,481,4,4,https://api.demoblaze.com/addtocart,266,0,0
1650012021158,252,Item1-80,200,OK,AddToCart 4-4,text,true,,449,476,4,7,https://api.demoblaze.com/view,252,0,0
1650012021204,247,Item4-184,200,OK,AddToCart 4-1,text,true,,5736,517,5,9,https://www.demoblaze.com/prod.html?idp_=9,245,0,0
1650012021411,113,Contact-Tejas46,200,OK,Contacts 5-5,text,true,,5233,536,1,9,https://www.demoblaze.com/index.html,110,0,67
1650012021410,113,Contact,200,"Number of samples in transaction : 1, number of failing samples : 0",Contacts 5-5,,true,,5233,536,1,9,null,110,1,67
1650012021306,247,Item4-184,200,OK,AddToCart 4-2,text,true,,5673,517,5,8,https://www.demoblaze.com/prod.html?idp_=9,244,0,0
1650012021357,296,Item2-122,200,OK,AddToCart 4-3,text,true,,307,553,5,8,https://api.demoblaze.com/addtocart,296,0,0
1650012021410,251,Item1-84,200,OK,AddToCart 4-4,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,251,0,0
1650012021654,45,Item2-123,200,OK,AddToCart 4-3,text,true,,5334,517,5,8,https://www.demoblaze.com/index.html,43,0,0
1650012021031,666,Item2-Tejas44,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-3,,true,,28139,2068,5,8,null,649,3,0
1650012021452,249,Item4-190,200,OK,AddToCart 4-1,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,249,0,0
1650012021408,320,signup,200,OK,Signup  1-5,text,true,,449,478,1,8,https://api.demoblaze.com/signup,320,0,70
1650012021412,317,Login-38,200,OK,AddToCart 4-5,text,true,,449,477,5,8,https://api.demoblaze.com/login,317,0,68
1650012021408,331,login-268,200,OK,InvalidLogin 3-5,text,true,,449,477,1,8,https://api.demoblaze.com/login,331,0,72
1650012021700,45,Item3-149,200,OK,AddToCart 4-3,text,true,,5527,517,5,8,https://www.demoblaze.com/prod.html?idp_=8,44,0,0
1650012021408,372,login-Tejas46,200,OK,Login 2-5,text,true,,491,484,1,8,https://api.demoblaze.com/login,369,0,70
1650012021554,251,Item4-190,200,OK,AddToCart 4-2,text,true,,449,481,5,8,https://api.demoblaze.com/addtocart,251,0,0
1650012021661,289,Item1-85,200,OK,AddToCart 4-4,text,true,,307,553,5,8,https://api.demoblaze.com/addtocart,289,0,0
1650012021701,358,Item4-191,200,OK,AddToCart 4-1,text,true,,307,553,5,8,https://api.demoblaze.com/addtocart,358,0,0
1650012021730,334,Login-39,200,OK,AddToCart 4-5,text,true,,579,484,5,8,https://api.demoblaze.com/login,332,0,0
1650012021729,335,signupval-Tejas46,200,OK,Signup  1-5,text,false,"Test failed: text expected to contain /""""/",475,485,1,8,https://api.demoblaze.com/signup,333,0,0
1650012021412,651,Login-Tejas46,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-5,,true,,1028,961,5,8,null,649,1,68
1650012021408,655,signup,,"Number of samples in transaction : 2, number of failing samples : 1",Signup  1-5,,false,,924,963,1,8,null,653,1,70
1650012021740,330,login-uff70,200,OK,InvalidLogin 3-5,text,true,,476,480,1,7,https://api.demoblaze.com/login,328,0,0
1650012021951,131,Item1-89,200,OK,AddToCart 4-4,text,true,,19902,517,5,6,https://www.demoblaze.com/index.html,114,0,70
1650012021158,923,Item1-Tejas45,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-4,,true,,21107,2027,5,6,null,906,1,70
1650012022060,45,Item4-192,200,OK,AddToCart 4-1,text,true,,5221,517,5,6,https://www.demoblaze.com/index.html,43,0,0
1650012021203,899,Item4-Tejas42,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,11713,2068,5,6,null,895,4,0
1650012021746,408,Item3-156,200,OK,AddToCart 4-3,text,true,,449,481,5,6,https://api.demoblaze.com/addtocart,408,0,0
1650012021781,378,login-178,200,OK,Login 2-5,text,true,,449,477,1,6,https://api.demoblaze.com/login,378,0,0
1650012021806,457,Item4-191,200,OK,AddToCart 4-2,text,true,,307,553,5,5,https://api.demoblaze.com/addtocart,457,0,0
1650012022264,57,Item4-192,200,OK,AddToCart 4-2,text,true,,19902,517,5,5,https://www.demoblaze.com/index.html,43,0,0
1650012021306,1012,Item4-Tejas43,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,26331,2068,5,5,null,995,4,0
1650012022082,260,Item2-106,200,OK,AddToCart 4-4,text,true,,22049,517,5,5,https://www.demoblaze.com/prod.html?idp_=5,244,0,0
1650012022106,246,Cart-218,200,OK,AddToCart 4-1,text,true,,5851,510,5,5,https://www.demoblaze.com/cart.html,243,0,0
1650012022064,297,Item1-80,200,OK,AddToCart 4-5,text,true,,449,476,5,5,https://api.demoblaze.com/view,297,0,0
1650012022322,45,Cart-218,200,OK,AddToCart 4-2,text,true,,5870,510,5,5,https://www.demoblaze.com/cart.html,43,0,0
1650012022154,317,Item3-157,200,OK,AddToCart 4-3,text,true,,307,553,6,6,https://api.demoblaze.com/addtocart,317,0,0
1650012022342,255,Item2-121,200,OK,AddToCart 4-4,text,true,,449,481,6,6,https://api.demoblaze.com/addtocart,255,0,0
1650012022353,253,Cart-225,200,OK,AddToCart 4-1,text,true,,449,480,6,6,https://api.demoblaze.com/viewcart,253,0,0
1650012022106,499,Cart-Tejas42,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-1,,true,,6300,990,6,6,null,496,1,0
1650012022361,247,Item1-84,200,OK,AddToCart 4-5,text,true,,449,481,6,6,https://api.demoblaze.com/addtocart,247,0,0
1650012022367,251,Cart-225,200,OK,AddToCart 4-2,text,true,,449,480,6,6,https://api.demoblaze.com/viewcart,251,0,0
1650012022322,296,Cart-Tejas43,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-2,,true,,6319,990,6,6,null,294,0,0
1650012022472,246,Item3-158,200,OK,AddToCart 4-3,text,true,,5250,517,6,6,https://www.demoblaze.com/index.html,245,0,0
1650012021700,1016,Item3-Tejas44,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-3,,true,,11533,2068,6,6,null,1014,2,0
1650012022410,318,Login-38,200,OK,AddToCart 4-6,text,true,,449,477,6,6,https://api.demoblaze.com/login,318,0,70
1650012022719,46,Item4-184,200,OK,AddToCart 4-3,text,true,,5517,517,6,6,https://www.demoblaze.com/prod.html?idp_=9,44,0,0
1650012022607,252,Delete1-237,200,OK,AddToCart 4-1,text,true,,449,482,6,6,https://api.demoblaze.com/deleteitem,252,0,0
1650012022620,252,Delete1-237,200,OK,AddToCart 4-2,text,true,,449,482,6,6,https://api.demoblaze.com/deleteitem,252,0,0
1650012022598,296,Item2-122,200,OK,AddToCart 4-4,text,true,,307,553,6,6,https://api.demoblaze.com/addtocart,296,0,0
1650012022609,303,Item1-85,200,OK,AddToCart 4-5,text,true,,307,553,6,6,https://api.demoblaze.com/addtocart,303,0,0
1650012022895,58,Item2-123,200,OK,AddToCart 4-4,text,true,,19902,517,6,6,https://www.demoblaze.com/index.html,45,0,0
1650012022082,869,Item2-Tejas45,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-4,,true,,42707,2068,6,6,null,840,1,0
1650012022913,121,Item1-89,200,OK,AddToCart 4-5,text,true,,19902,517,6,6,https://www.demoblaze.com/index.html,105,0,61
1650012022064,968,Item1-Tejas46,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-5,,true,,21107,2027,6,6,null,952,2,61
1650012022766,291,Item4-190,200,OK,AddToCart 4-3,text,true,,449,481,6,6,https://api.demoblaze.com/addtocart,291,0,0
1650012022730,331,Login-39,200,OK,AddToCart 4-6,text,true,,477,484,6,6,https://api.demoblaze.com/login,329,0,0
1650012022409,649,Login-Tejas47,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-6,,true,,926,961,6,6,null,647,3,70
1650012023035,60,Item2-106,200,OK,AddToCart 4-5,text,true,,22049,517,6,6,https://www.demoblaze.com/prod.html?idp_=5,45,0,0
1650012022873,295,Delete1-238,200,OK,AddToCart 4-2,text,true,,316,493,6,6,https://api.demoblaze.com/deleteitem,295,0,0
1650012022860,312,Delete1-238,200,OK,AddToCart 4-1,text,true,,316,493,6,6,https://api.demoblaze.com/deleteitem,312,0,0
1650012023172,45,Delete1-239,200,OK,AddToCart 4-1,text,true,,5985,482,6,6,https://www.demoblaze.com/cart.html,43,0,0
1650012022953,272,Item3-149,200,OK,AddToCart 4-4,text,true,,5570,517,6,6,https://www.demoblaze.com/prod.html?idp_=8,271,0,0
1650012023062,262,Item1-80,200,OK,AddToCart 4-6,text,true,,449,476,6,6,https://api.demoblaze.com/view,262,0,0
1650012023057,302,Item4-191,200,OK,AddToCart 4-3,text,true,,307,553,6,6,https://api.demoblaze.com/addtocart,302,0,0
1650012023095,265,Item2-121,200,OK,AddToCart 4-5,text,true,,449,481,6,6,https://api.demoblaze.com/addtocart,265,0,0
1650012023359,57,Item4-192,200,OK,AddToCart 4-3,text,true,,19902,517,7,7,https://www.demoblaze.com/index.html,45,0,0
1650012022719,696,Item4-Tejas44,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-3,,true,,26175,2068,7,7,null,682,1,0
1650012023169,247,Delete1-239,200,OK,AddToCart 4-2,text,true,,5823,482,7,7,https://www.demoblaze.com/cart.html,245,0,0
1650012023416,46,Cart-218,200,OK,AddToCart 4-3,text,true,,5856,510,7,7,https://www.demoblaze.com/cart.html,45,0,0
1650012023218,248,Delete1-255,200,OK,AddToCart 4-1,text,true,,449,480,7,7,https://api.demoblaze.com/viewcart,248,0,0
1650012022607,857,Delete1-Tejas42,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-1,,true,,7199,1937,7,7,null,855,2,0
1650012023225,250,Item3-156,200,OK,AddToCart 4-4,text,true,,449,481,7,7,https://api.demoblaze.com/addtocart,250,0,0
1650012023325,256,Item1-84,200,OK,AddToCart 4-6,text,true,,449,481,7,7,https://api.demoblaze.com/addtocart,256,0,0
1650012023360,301,Item2-122,200,OK,AddToCart 4-5,text,true,,307,553,7,7,https://api.demoblaze.com/addtocart,301,0,0
1650012023417,250,Delete1-255,200,OK,AddToCart 4-2,text,true,,449,480,7,7,https://api.demoblaze.com/viewcart,250,0,0
1650012022619,1044,Delete1-Tejas43,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-2,,true,,7037,1937,7,7,null,1042,4,0
1650012023661,49,Item2-123,200,OK,AddToCart 4-5,text,true,,4916,517,7,7,https://www.demoblaze.com/index.html,48,0,0
1650012023035,675,Item2-Tejas46,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-5,,true,,27721,2068,7,7,null,659,0,0
1650012023410,307,Login-38,200,OK,AddToCart 4-7,text,true,,449,477,7,7,https://api.demoblaze.com/login,307,0,60
1650012023466,255,PlaceOrder-329,200,OK,AddToCart 4-1,text,true,,449,482,7,7,https://api.demoblaze.com/deletecart,255,0,0
1650012023463,261,Cart-225,200,OK,AddToCart 4-3,text,true,,449,480,7,7,https://api.demoblaze.com/viewcart,261,0,0
1650012023416,307,Cart-Tejas44,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-3,,true,,6305,990,7,7,null,306,1,0
1650012023710,59,Item3-149,200,OK,AddToCart 4-5,text,true,,22049,517,7,7,https://www.demoblaze.com/prod.html?idp_=8,44,0,0
1650012023476,306,Item3-157,200,OK,AddToCart 4-4,text,true,,307,553,7,7,https://api.demoblaze.com/addtocart,306,0,0
1650012023783,45,Item3-158,200,OK,AddToCart 4-4,text,true,,5235,517,7,7,https://www.demoblaze.com/index.html,43,0,0
1650012022953,873,Item3-Tejas45,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-4,,true,,11561,2068,7,7,null,870,2,0
1650012023582,320,Item1-85,200,OK,AddToCart 4-6,text,true,,307,553,7,7,https://api.demoblaze.com/addtocart,320,0,0
1650012023667,255,PlaceOrder-329,200,OK,AddToCart 4-2,text,true,,449,482,7,7,https://api.demoblaze.com/deletecart,255,0,0
1650012023725,251,Delete1-237,200,OK,AddToCart 4-3,text,true,,449,482,7,7,https://api.demoblaze.com/deleteitem,251,0,0
1650012023721,275,PlaceOrder-330,200,OK,AddToCart 4-1,text,true,,316,468,7,7,https://api.demoblaze.com/deletecart,275,0,0
1650012023466,530,PlaceOrder-Tejas42,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-1,,true,,765,950,7,7,null,530,1,0
1650012023769,251,Item3-156,200,OK,AddToCart 4-5,text,true,,449,481,6,6,https://api.demoblaze.com/addtocart,251,0,0
1650012023903,118,Item1-89,200,OK,AddToCart 4-6,text,true,,19902,517,6,6,https://www.demoblaze.com/index.html,102,0,60
1650012023062,956,Item1-Tejas47,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-6,,true,,21107,2027,6,6,null,940,3,60
1650012023718,339,Login-39,200,OK,AddToCart 4-7,text,true,,619,484,6,6,https://api.demoblaze.com/login,337,0,0
1650012023409,646,Login-Tejas48,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-7,,true,,1068,961,6,6,null,644,2,60
1650012024021,57,Item2-106,200,OK,AddToCart 4-6,text,true,,22049,517,6,6,https://www.demoblaze.com/prod.html?idp_=5,43,0,0
1650012023828,260,Item4-184,200,OK,AddToCart 4-4,text,true,,5666,517,6,6,https://www.demoblaze.com/prod.html?idp_=9,258,0,0
1650012023922,279,PlaceOrder-330,200,OK,AddToCart 4-2,text,true,,316,468,6,6,https://api.demoblaze.com/deletecart,279,0,0
1650012023667,534,PlaceOrder-Tejas43,200,"Number of samples in transaction : 2, number of failing samples : 0",AddToCart 4-2,,true,,765,950,6,6,null,534,1,0
1650012023977,302,Delete1-238,200,OK,AddToCart 4-3,text,true,,316,493,5,5,https://api.demoblaze.com/deleteitem,302,0,0
1650012024021,290,Item3-157,200,OK,AddToCart 4-5,text,true,,307,553,5,5,https://api.demoblaze.com/addtocart,290,0,0
1650012024057,261,Item1-80,200,OK,AddToCart 4-7,text,true,,449,476,5,5,https://api.demoblaze.com/view,261,0,0
1650012024279,60,Delete1-239,200,OK,AddToCart 4-3,text,true,,24602,482,5,5,https://www.demoblaze.com/cart.html,45,0,0
1650012024312,46,Item3-158,200,OK,AddToCart 4-5,text,true,,5226,517,5,5,https://www.demoblaze.com/index.html,44,0,0
1650012023710,646,Item3-Tejas46,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-5,,true,,28031,2068,5,5,null,629,2,0
1650012024079,282,Item2-121,200,OK,AddToCart 4-6,text,true,,449,481,5,5,https://api.demoblaze.com/addtocart,282,0,0
1650012024089,273,Item4-190,200,OK,AddToCart 4-4,text,true,,449,481,5,5,https://api.demoblaze.com/addtocart,273,0,0
1650012024359,46,Item4-184,200,OK,AddToCart 4-5,text,true,,5385,517,6,6,https://www.demoblaze.com/prod.html?idp_=9,44,0,0
1650012024318,250,Item1-84,200,OK,AddToCart 4-7,text,true,,449,481,6,6,https://api.demoblaze.com/addtocart,250,0,0
1650012024339,258,Delete1-255,200,OK,AddToCart 4-3,text,true,,449,480,6,6,https://api.demoblaze.com/viewcart,258,0,0
1650012023725,871,Delete1-Tejas44,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-3,,true,,25816,1937,6,6,null,856,1,0
1650012024361,300,Item2-122,200,OK,AddToCart 4-6,text,true,,307,553,6,6,https://api.demoblaze.com/addtocart,300,0,0
1650012024406,258,Item4-190,200,OK,AddToCart 4-5,text,true,,449,481,6,6,https://api.demoblaze.com/addtocart,258,0,0
1650012024362,307,Item4-191,200,OK,AddToCart 4-4,text,true,,307,553,6,6,https://api.demoblaze.com/addtocart,307,0,0
1650012024662,51,Item2-123,200,OK,AddToCart 4-6,text,true,,5054,517,6,6,https://www.demoblaze.com/index.html,48,0,0
1650012024021,690,Item2-Tejas47,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-6,,true,,27859,2068,6,6,null,673,2,0
1650012024669,45,Item4-192,200,OK,AddToCart 4-4,text,true,,4869,517,6,6,https://www.demoblaze.com/index.html,43,0,0
1650012023828,885,Item4-Tejas45,200,"Number of samples in transaction : 4, number of failing samples : 0",AddToCart 4-4,,true,,11291,2068,6,6,null,881,1,0
1650012024406,319,Login-38,200,OK,AddToCart 4-8,text,true,,449,477,6,6,https://api.demoblaze.com/login,319,0,69
